tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
68,33.5,2278.0,Two year,Bank transfer (automatic),0
7,65.73,460.11,Month-to-month,Mailed check,1
12,58.32,699.84,Month-to-month,Bank transfer (automatic),1
9,25.39,228.51,Month-to-month,Electronic check,0
21,81.16,1704.36,Month-to-month,Electronic check,1
23,64.45,1482.35,Month-to-month,Bank transfer (automatic),0
17,117.63,1999.71,One year,Bank transfer (automatic),0
18,116.09,2089.62,Month-to-month,Electronic check,1
21,26.7,560.7,Month-to-month,Mailed check,1
19,19.21,364.99,One year,Credit card (automatic),0
12,115.7,1388.4,Month-to-month,Credit card (automatic),1
11,114.7,1261.7,Month-to-month,Electronic check,1
25,99.24,2481.0,Two year,Electronic check,0
1,93.8,93.8,Month-to-month,Credit card (automatic),1
20,43.78,875.6,Month-to-month,Credit card (automatic),0
5,99.54,497.7,Month-to-month,Mailed check,1
16,38.68,618.88,Month-to-month,Bank transfer (automatic),1
11,95.77,1053.47,Month-to-month,Bank transfer (automatic),1
15,31.64,474.6,Month-to-month,Electronic check,1
9,32.05,288.45,Month-to-month,Electronic check,1
67,91.08,6102.36,Two year,Electronic check,0
15,82.18,1232.7,One year,Bank transfer (automatic),0
10,54.06,540.6,Month-to-month,Bank transfer (automatic),1
17,108.27,1840.59,One year,Electronic check,1
17,96.4,1638.8,Month-to-month,Electronic check,1
6,88.39,530.34,Month-to-month,Credit card (automatic),1
4,31.16,124.64,Month-to-month,Credit card (automatic),1
7,18.29,128.03,Month-to-month,Bank transfer (automatic),0
22,46.02,1012.44,One year,Bank transfer (automatic),0
3,118.02,354.06,Month-to-month,Electronic check,1
0,106.18,0.0,Month-to-month,Credit card (automatic),1
3,61.05,183.15,Month-to-month,Mailed check,0
17,66.07,1123.19,Month-to-month,Mailed check,0
0,43.93,0.0,Month-to-month,Electronic check,1
12,28.16,337.92,Month-to-month,Credit card (automatic),1
22,73.75,1622.5,One year,Electronic check,1
13,51.58,670.54,One year,Bank transfer (automatic),0
18,114.43,2059.74,Month-to-month,Electronic check,1
4,48.16,192.64,Month-to-month,Electronic check,1
20,80.2,1604.0,Month-to-month,Credit card (automatic),0
18,28.07,505.26,One year,Credit card (automatic),0
5,90.25,451.25,Month-to-month,Electronic check,1
14,85.39,1195.46,One year,Bank transfer (automatic),0
59,37.7,2224.3,Two year,Electronic check,0
11,111.97,1231.67,Month-to-month,Electronic check,1
43,68.69,2953.67,Two year,Credit card (automatic),0
67,38.24,2562.08,Two year,Bank transfer (automatic),0
17,97.18,1652.06,One year,Electronic check,0
5,65.23,326.15,Month-to-month,Bank transfer (automatic),0
12,40.55,486.6,One year,Electronic check,0
7,20.03,140.21,Month-to-month,Bank transfer (automatic),0
16,18.71,299.36,Month-to-month,Credit card (automatic),0
13,24.88,323.44,Month-to-month,Credit card (automatic),0
32,36.17,1157.44,Two year,Credit card (automatic),0
10,115.88,1158.8,Month-to-month,Credit card (automatic),0
14,22.61,316.54,One year,Mailed check,0
10,63.38,633.8,Month-to-month,Mailed check,1
67,37.21,2493.07,Two year,Electronic check,0
12,90.28,1083.36,One year,Mailed check,0
14,107.15,1500.1,Month-to-month,Credit card (automatic),1
48,18.06,866.88,Two year,Electronic check,0
57,76.18,4342.26,Two year,Mailed check,0
11,85.25,937.75,Month-to-month,Bank transfer (automatic),0
6,56.65,339.9,Month-to-month,Bank transfer (automatic),1
20,37.97,759.4,One year,Electronic check,0
22,69.77,1534.94,One year,Electronic check,0
7,18.72,131.04,Month-to-month,Bank transfer (automatic),0
3,93.53,280.59,Month-to-month,Mailed check,1
24,83.18,1996.32,One year,Bank transfer (automatic),0
53,28.72,1522.16,Two year,Bank transfer (automatic),0
1,111.06,111.06,Month-to-month,Mailed check,1
15,94.31,1414.65,Month-to-month,Mailed check,0
14,70.36,985.04,One year,Credit card (automatic),0
63,70.23,4424.49,Two year,Bank transfer (automatic),0
8,97.15,777.2,Month-to-month,Bank transfer (automatic),0
1,90.6,90.6,Month-to-month,Bank transfer (automatic),0
7,68.64,480.48,Month-to-month,Electronic check,1
24,114.15,2739.6,One year,Bank transfer (automatic),0
14,87.77,1228.78,Month-to-month,Electronic check,1
8,29.25,234.0,Month-to-month,Credit card (automatic),0
5,93.87,469.35,Month-to-month,Bank transfer (automatic),1
16,84.73,1355.68,One year,Credit card (automatic),1
18,29.13,524.34,Month-to-month,Mailed check,1
39,52.77,2058.03,Two year,Bank transfer (automatic),0
16,51.6,825.6,Month-to-month,Credit card (automatic),0
12,65.13,781.56,One year,Bank transfer (automatic),0
17,69.64,1183.88,One year,Credit card (automatic),0
21,68.68,1442.28,Month-to-month,Electronic check,1
48,66.65,3199.2,Two year,Bank transfer (automatic),0
67,21.97,1471.99,Two year,Credit card (automatic),0
19,84.52,1605.88,One year,Electronic check,1
18,27.58,496.44,One year,Mailed check,0
22,20.61,453.42,One year,Electronic check,0
12,77.55,930.6,Month-to-month,Mailed check,1
10,46.82,468.2,Month-to-month,Bank transfer (automatic),1
19,52.69,1001.11,Month-to-month,Bank transfer (automatic),0
23,37.1,853.3,Month-to-month,Bank transfer (automatic),1
67,99.72,6681.24,Two year,Electronic check,0
22,86.44,1901.68,Month-to-month,Electronic check,1
4,44.77,179.08,Month-to-month,Bank transfer (automatic),0
7,45.32,317.24,Month-to-month,Credit card (automatic),1
10,108.4,1084.0,Month-to-month,Credit card (automatic),1
17,88.88,1510.96,One year,Electronic check,0
1,22.18,22.18,Month-to-month,Credit card (automatic),1
9,45.08,405.72,Month-to-month,Electronic check,0
15,99.52,1492.8,Month-to-month,Electronic check,1
7,112.57,787.99,Month-to-month,Bank transfer (automatic),1
67,92.71,6211.57,Two year,Electronic check,0
52,92.96,4833.92,Two year,Electronic check,1
17,84.21,1431.57,Month-to-month,Credit card (automatic),0
16,46.89,750.24,One year,Mailed check,0
8,55.84,446.72,Month-to-month,Bank transfer (automatic),1
27,30.86,833.22,Two year,Bank transfer (automatic),0
19,68.84,1307.96,One year,Mailed check,0
24,40.07,961.68,One year,Bank transfer (automatic),0
6,76.81,460.86,Month-to-month,Credit card (automatic),1
1,20.98,20.98,Month-to-month,Credit card (automatic),1
21,56.46,1185.66,One year,Electronic check,0
51,108.76,5546.76,Two year,Electronic check,0
4,24.33,97.32,Month-to-month,Bank transfer (automatic),1
49,28.63,1402.87,Two year,Bank transfer (automatic),0
14,20.42,285.88,Month-to-month,Bank transfer (automatic),0
35,21.94,767.9,Two year,Bank transfer (automatic),0
63,21.38,1346.94,Two year,Electronic check,0
3,57.0,171.0,Month-to-month,Electronic check,1
15,95.0,1425.0,One year,Electronic check,0
13,93.54,1216.02,One year,Bank transfer (automatic),1
63,32.96,2076.48,Two year,Credit card (automatic),0
2,34.28,68.56,Month-to-month,Electronic check,0
17,30.84,524.28,Month-to-month,Electronic check,1
23,46.53,1070.19,Month-to-month,Mailed check,1
17,51.06,868.02,Month-to-month,Electronic check,1
5,108.85,544.25,Month-to-month,Mailed check,0
5,88.68,443.4,Month-to-month,Electronic check,1
13,118.05,1534.65,One year,Bank transfer (automatic),1
42,44.39,1864.38,Two year,Bank transfer (automatic),0
4,93.55,374.2,Month-to-month,Bank transfer (automatic),1
13,101.48,1319.24,Month-to-month,Credit card (automatic),0
16,62.88,1006.08,One year,Credit card (automatic),0
10,36.04,360.4,Month-to-month,Credit card (automatic),1
8,65.87,526.96,Month-to-month,Mailed check,1
0,100.67,0.0,Month-to-month,Electronic check,1
14,64.73,906.22,Month-to-month,Electronic check,0
63,70.42,4436.46,Two year,Electronic check,0
43,33.82,1454.26,Two year,Electronic check,0
33,109.15,3601.95,Two year,Electronic check,0
12,44.23,530.76,Month-to-month,Bank transfer (automatic),1
15,25.6,384.0,Month-to-month,Electronic check,1
23,91.16,2096.68,Month-to-month,Electronic check,1
22,103.61,2279.42,Month-to-month,Electronic check,1
18,103.49,1862.82,Month-to-month,Credit card (automatic),1
6,109.55,657.3,Month-to-month,Bank transfer (automatic),0
14,74.78,1046.92,One year,Credit card (automatic),0
41,26.49,1086.09,Two year,Bank transfer (automatic),0
2,117.66,235.32,Month-to-month,Bank transfer (automatic),1
14,18.28,255.92,Month-to-month,Electronic check,1
24,91.84,2204.16,Month-to-month,Bank transfer (automatic),1
34,22.02,748.68,Two year,Electronic check,0
15,102.36,1535.4,Month-to-month,Credit card (automatic),1
17,77.06,1310.02,Month-to-month,Mailed check,0
14,84.11,1177.54,One year,Mailed check,1
2,27.34,54.68,Month-to-month,Electronic check,0
22,65.84,1448.48,One year,Electronic check,0
0,92.1,0.0,Month-to-month,Bank transfer (automatic),1
9,75.67,681.03,Month-to-month,Electronic check,1
23,87.63,2015.49,One year,Bank transfer (automatic),1
5,81.25,406.25,Month-to-month,Credit card (automatic),0
19,66.28,1259.32,Month-to-month,Bank transfer (automatic),0
17,83.28,1415.76,One year,Bank transfer (automatic),0
23,118.75,2731.25,Month-to-month,Bank transfer (automatic),0
11,33.44,367.84,Month-to-month,Bank transfer (automatic),0
16,86.23,1379.68,One year,Bank transfer (automatic),1
3,53.62,160.86,Month-to-month,Mailed check,0
21,104.78,2200.38,Month-to-month,Electronic check,1
53,113.62,6021.86,Two year,Electronic check,0
24,61.22,1469.28,One year,Credit card (automatic),0
22,80.01,1760.22,One year,Bank transfer (automatic),0
12,96.25,1155.0,Month-to-month,Bank transfer (automatic),1
24,27.02,648.48,Month-to-month,Electronic check,0
11,71.14,782.54,Month-to-month,Bank transfer (automatic),0
8,45.83,366.64,Month-to-month,Mailed check,1
10,69.34,693.4,Month-to-month,Electronic check,1
19,44.06,837.14,One year,Bank transfer (automatic),0
18,39.33,707.94,One year,Bank transfer (automatic),0
19,93.14,1769.66,One year,Electronic check,1
27,110.93,2995.11,Two year,Electronic check,0
58,43.53,2524.74,Two year,Credit card (automatic),0
66,119.54,7889.64,Two year,Bank transfer (automatic),0
7,54.41,380.87,Month-to-month,Electronic check,1
1,101.51,101.51,Month-to-month,Bank transfer (automatic),1
23,113.57,2612.11,One year,Bank transfer (automatic),0
33,33.08,1091.64,Two year,Electronic check,0
15,85.6,1284.0,Month-to-month,Electronic check,1
17,102.28,1738.76,Month-to-month,Electronic check,1
15,111.98,1679.7,Month-to-month,Credit card (automatic),1
2,105.09,210.18,Month-to-month,Bank transfer (automatic),0
19,92.34,1754.46,Month-to-month,Bank transfer (automatic),1
5,77.56,387.8,Month-to-month,Electronic check,0
59,111.72,6591.48,Two year,Mailed check,0
29,44.75,1297.75,Two year,Credit card (automatic),0
1,100.48,100.48,Month-to-month,Electronic check,1
5,61.23,306.15,Month-to-month,Credit card (automatic),0
56,70.88,3969.28,Two year,Bank transfer (automatic),0
19,113.95,2165.05,One year,Mailed check,1
14,95.37,1335.18,Month-to-month,Mailed check,0
19,112.47,2136.93,Month-to-month,Electronic check,1
37,60.43,2235.91,Two year,Credit card (automatic),0
19,62.37,1185.03,Month-to-month,Electronic check,1
22,77.31,1700.82,Month-to-month,Credit card (automatic),1
25,29.31,732.75,Two year,Mailed check,0
42,66.81,2806.02,Two year,Mailed check,0
18,30.12,542.16,One year,Bank transfer (automatic),0
49,31.88,1562.12,Two year,Mailed check,0
27,116.54,3146.58,Two year,Credit card (automatic),0
19,43.74,831.06,Month-to-month,Mailed check,1
12,21.58,258.96,Month-to-month,Electronic check,1
7,43.3,303.1,Month-to-month,Credit card (automatic),1
20,90.98,1819.6,Month-to-month,Bank transfer (automatic),0
20,34.52,690.4,Month-to-month,Mailed check,1
36,105.88,3811.68,Two year,Mailed check,0
6,73.45,440.7,Month-to-month,Bank transfer (automatic),1
15,73.04,1095.6,Month-to-month,Electronic check,1
44,89.09,3919.96,Two year,Mailed check,0
20,58.94,1178.8,One year,Mailed check,1
9,26.15,235.35,Month-to-month,Bank transfer (automatic),0
21,71.27,1496.67,Month-to-month,Credit card (automatic),1
21,71.38,1498.98,Month-to-month,Electronic check,1
10,103.09,1030.9,Month-to-month,Electronic check,1
19,71.65,1361.35,Month-to-month,Credit card (automatic),1
22,103.75,2282.5,Month-to-month,Credit card (automatic),0
4,22.53,90.12,Month-to-month,Electronic check,1
19,73.12,1389.28,Month-to-month,Bank transfer (automatic),0
24,106.22,2549.28,Month-to-month,Credit card (automatic),1
13,114.35,1486.55,Month-to-month,Electronic check,1
52,112.81,5866.12,Two year,Electronic check,0
17,89.65,1524.05,Month-to-month,Electronic check,1
14,93.36,1307.04,Month-to-month,Electronic check,0
20,119.38,2387.6,One year,Electronic check,1
19,116.93,2221.67,One year,Credit card (automatic),0
17,41.21,700.57,Month-to-month,Electronic check,1
24,95.19,2284.56,One year,Electronic check,0
17,108.85,1850.45,One year,Mailed check,1
52,68.97,3586.44,Two year,Electronic check,0
6,52.65,315.9,Month-to-month,Electronic check,1
14,97.15,1360.1,One year,Electronic check,1
14,74.18,1038.52,One year,Credit card (automatic),0
25,49.84,1246.0,Two year,Credit card (automatic),0
4,51.77,207.08,Month-to-month,Bank transfer (automatic),1
70,98.55,6898.5,Two year,Mailed check,0
53,84.22,4463.66,Two year,Credit card (automatic),0
17,72.82,1237.94,Month-to-month,Mailed check,0
20,98.0,1960.0,Month-to-month,Bank transfer (automatic),1
57,57.88,3299.16,Two year,Mailed check,0
24,48.3,1159.2,Two year,Mailed check,0
8,94.11,752.88,Month-to-month,Credit card (automatic),1
23,36.19,832.37,One year,Electronic check,0
58,79.43,4606.94,Two year,Electronic check,0
0,19.08,0.0,Month-to-month,Bank transfer (automatic),0
63,44.7,2816.1,Two year,Electronic check,0
41,115.81,4748.21,Two year,Bank transfer (automatic),0
20,74.63,1492.6,Month-to-month,Mailed check,1
22,22.81,501.82,Month-to-month,Electronic check,0
22,29.97,659.34,Month-to-month,Mailed check,0
24,56.34,1352.16,Month-to-month,Electronic check,1
19,23.44,445.36,Month-to-month,Mailed check,0
1,73.17,73.17,Month-to-month,Credit card (automatic),1
6,64.62,387.72,Month-to-month,Credit card (automatic),0
0,31.19,0.0,Month-to-month,Mailed check,1
14,25.23,353.22,Month-to-month,Mailed check,1
21,81.34,1708.14,Month-to-month,Bank transfer (automatic),1
42,54.05,2270.1,Two year,Bank transfer (automatic),0
17,117.58,1998.86,One year,Bank transfer (automatic),1
7,88.21,617.47,Month-to-month,Credit card (automatic),1
19,29.7,564.3,One year,Bank transfer (automatic),0
42,109.55,4601.1,Two year,Credit card (automatic),0
23,49.92,1148.16,One year,Credit card (automatic),0
24,113.17,2716.08,One year,Mailed check,0
65,117.6,7644.0,Two year,Bank transfer (automatic),0
17,27.82,472.94,One year,Mailed check,1
16,102.89,1646.24,One year,Electronic check,1
4,24.12,96.48,Month-to-month,Electronic check,1
19,82.33,1564.27,One year,Bank transfer (automatic),0
25,70.31,1757.75,Two year,Mailed check,0
6,101.9,611.4,Month-to-month,Credit card (automatic),1
29,98.15,2846.35,Two year,Electronic check,0
0,93.15,0.0,Month-to-month,Credit card (automatic),1
7,47.54,332.78,Month-to-month,Bank transfer (automatic),0
13,35.95,467.35,One year,Bank transfer (automatic),0
47,91.28,4290.16,Two year,Credit card (automatic),0
18,75.95,1367.1,Month-to-month,Bank transfer (automatic),0
19,111.14,2111.66,Month-to-month,Credit card (automatic),1
33,51.14,1687.62,Two year,Bank transfer (automatic),0
2,115.39,230.78,Month-to-month,Credit card (automatic),0
23,117.69,2706.87,Month-to-month,Electronic check,1
2,38.62,77.24,Month-to-month,Mailed check,1
14,109.03,1526.42,One year,Mailed check,1
7,47.62,333.34,Month-to-month,Electronic check,1
24,34.87,836.88,One year,Electronic check,1
13,119.38,1551.94,One year,Electronic check,1
17,21.51,365.67,Month-to-month,Credit card (automatic),0
58,83.76,4858.08,Two year,Electronic check,0
16,100.58,1609.28,One year,Bank transfer (automatic),1
21,76.72,1611.12,Month-to-month,Bank transfer (automatic),0
6,37.6,225.6,Month-to-month,Electronic check,1
15,27.6,414.0,One year,Credit card (automatic),0
20,58.67,1173.4,Month-to-month,Mailed check,1
22,119.03,2618.66,Month-to-month,Credit card (automatic),0
6,88.46,530.76,Month-to-month,Credit card (automatic),0
16,98.9,1582.4,Month-to-month,Electronic check,1
0,29.43,0.0,Month-to-month,Credit card (automatic),0
15,45.79,686.85,One year,Electronic check,0
19,25.81,490.39,One year,Mailed check,0
1,102.29,102.29,Month-to-month,Mailed check,1
11,90.16,991.76,Month-to-month,Bank transfer (automatic),1
12,95.1,1141.2,Month-to-month,Electronic check,1
21,68.74,1443.54,Month-to-month,Credit card (automatic),0
22,93.92,2066.24,One year,Electronic check,0
24,62.83,1507.92,Month-to-month,Credit card (automatic),0
18,80.43,1447.74,Month-to-month,Electronic check,0
14,20.32,284.48,Month-to-month,Mailed check,1
21,105.99,2225.79,One year,Mailed check,0
22,31.97,703.34,Month-to-month,Bank transfer (automatic),0
0,68.3,0.0,Month-to-month,Mailed check,0
0,77.16,0.0,Month-to-month,Credit card (automatic),0
17,60.93,1035.81,Month-to-month,Bank transfer (automatic),1
0,99.51,0.0,Month-to-month,Electronic check,1
42,47.1,1978.2,Two year,Bank transfer (automatic),0
21,107.28,2252.88,One year,Bank transfer (automatic),1
0,103.75,0.0,Month-to-month,Bank transfer (automatic),1
10,111.16,1111.6,Month-to-month,Credit card (automatic),0
10,93.75,937.5,Month-to-month,Mailed check,1
63,96.47,6077.61,Two year,Electronic check,0
37,111.77,4135.49,Two year,Credit card (automatic),0
13,68.55,891.15,Month-to-month,Bank transfer (automatic),1
6,58.43,350.58,Month-to-month,Bank transfer (automatic),1
15,72.25,1083.75,One year,Electronic check,1
19,55.14,1047.66,One year,Mailed check,1
16,61.93,990.88,Month-to-month,Credit card (automatic),1
15,68.09,1021.35,One year,Electronic check,1
14,51.96,727.44,Month-to-month,Electronic check,0
12,30.43,365.16,One year,Mailed check,1
3,94.43,283.29,Month-to-month,Mailed check,1
35,73.49,2572.15,Two year,Mailed check,0
13,25.41,330.33,One year,Bank transfer (automatic),0
0,105.69,0.0,Month-to-month,Electronic check,1
5,58.77,293.85,Month-to-month,Mailed check,0
23,82.32,1893.36,One year,Electronic check,1
23,58.62,1348.26,Month-to-month,Electronic check,0
24,117.04,2808.96,Month-to-month,Bank transfer (automatic),0
